hashtag_names,like_count,music_id,region_code,video_description,view_count,comment_count,create_time,id,share_count,username,playlist_id,voice_to_text,effect_ids,subset,datetime,day_name,month_name,id-account,location,follows
"['integration', 'fy', 'fyp', 'fürdich', 'migration', 'nachrichten', 'statistik', 'österreich', 'tiktokösterreich', 'bevölkerung', 'zuwanderung', 'demografie', 'erklärtok', 'bevölkerungsstatistik']",3326.0,"7,18521046045026E+018",AT,"Österreichs Bevölkerung wächst - aber nur durch Zuwanderung. Denn ansonsten gibt es in Österreich im Jahr mehr Tote als Neugeborene. Was diese Entwicklung für die Gesellschaft bedeutet, beschreibt KURIER Redakteurin Naz Küçüktekin. Mehr Infos dazu gibt es im Artikel im Link in der Bio (PLUS). #migration #österreich #zuwanderung #bevölkerung #bevölkerungsstatistik #nachrichten #statistik #demografie #integration #fy #fyp #fürdich #tiktokösterreich #erklärtok ",143375,317,2023-01-05 16:46:13,"7,18521043426013E+018",325,kurier.at,,derzeit wächst österreich hauptsächlich durch migration neunzehnhunderteinundfünfzig lebten in österreich rund sieben millionen menschen derzeit sind es rund neun millionen menschen in den letzten monaten kamen vor allem viele menschen aus der ukraine nach österreich in den jahren zuvor waren es wohl menschen aus afghanistan syrien oder auch dem irak wenn all diese menschen aus anderen ländern nicht nach österreich kommen würden würde österreich schrumpfen laut prognosen hätten wir dann zweitausendachtzehn nummer sechs komma sieben millionen einwohner dass das so ist liegt hauptsächlich an der negativen geburtenbilanz seit dem jahr 2020 sterben in österreich mehr menschen als geboren werden währenddessen steigt das durchschnittliche alter der bevölkerung in österreich leben derzeit gleich viele seniorinnen über 65 jahren wie kinder und jugendliche unter 20 jahren das erhöht den druck auf die heimischen gesundheits und tensionssysteme ohne zuwachs von jungen menschen geht sich das jetzt und auch in zukunft nicht mehr aus,['0'],ht_nachrichten,2023-01-05 16:46:13,3,1,48,Wien,"19,64,52,84"
"['waffen', 'trauer', 'serbien', 'gewalt', 'nachrichten']",9005.0,"7,22973598468907E+018",AT,"Zwei grausame Gewalttaten erschüttern Serbien in nur einer Woche. Was passiert ist und wieso sich diese Vorfälle in Serbien häufen, erläutert Dennis Miskić.  Mehr zu dem Thema kannst du im Link in der Bio nachlesen. #serbien #gewalt #trauer #waffen #nachrichten",134116,532,2023-05-05 16:27:59,"7,22973593622399E+018",657,kurier.at,,"2 grausame Amokläufe in nur 2 Tagen erschütterten Serbien diese Woche. Am Mittwochmorgen betrat 1 dreizehnjähriger seine Volksschule im Zentrum belgrads und ermordete den schulwart und 8 seiner Mitschülerinnen. Er benutzte die Pistole seines Vaters, mit dem er auch regelmäßig auf dem Schießstand war. Und im Rucksack hat er auch noch 4 Molotow Cocktails, die er aber dann nicht benutzt hat. Die Tat soll er Monate davor geplant haben. Die Polizei fand eine Todesliste bei ihm, also eine Liste mit Namen von Schülerinnen, die er umbringen möchte. Seinen Plan für das betreten und verlassen der Schule hat er auch auf dem Papier skizziert. Er rief danach selbst die Polizei an und ließ sich verhaften. Während Serbien noch trauert und unter Schock steht, Kam es am Donnerstag wieder zu einem Blutbad. Die Regierung spricht von einem terroristischen Akt. Im Dorf Mando novaz hat 1 einundzwanzigjähriger mit einem Sturmgewehr auf eine Gruppe Menschen geschossen. Er hat mindestens 8 Menschen umgebracht und 13 weitere verletzt. Seit Freitag gibt er eine dreitägige Staats Trauer. Der serbische Präsident Alexander woodschusch hat in einer Pressekonferenz strengere Waffengesetze und eine vollständige Entwaffnung Serbiens angekündigt. Er erwähnte auch, die Todesstrafe wieder einzuführen. Die Premierministerin sei aber dagegen. Der Bildungsminister branchourusis machte westliche Werte für den Amoklauf in der Schule verantwortlich. Er sorgte damit für viel Kritik und löste eine Breite Diskussion über die wahren Ursachen der Gewalt in Serbien Aus. Experten machen unter anderem die toxischen männlichkeitsbilder, die glorifizierung von Kriegsverbrechern und die hohe Anzahl an Waffen im. Privatbesitz dafür verantwortlich.",,ht_nachrichten,2023-05-05 16:27:59,4,5,49,Graz,"76,6,10,85"
"['breaking', 'sport', 'news', 'italien', 'balotelli', 'unfall', 'bluenews', 'autounfall', 'fussball']",38.0,"7,30495775606594E+018",CH,Mario Balotelli in heftigen Autounfall verwickelt #italien #balotelli #unfall #autounfall #breaking #sport #fussball #news #bluenews,37,0,2023-11-24 09:26:58,"7,30495769718555E+018",0,bluenews.ch,,,,ht_news,2023-11-24 09:26:58,4,11,50,Bern,"57,73,89"
"['news', 'fyp', 'unfall', 'fürdich', 'kärnten', 'österreich']",98.0,"7,28164094105471E+018",AT,😔 #unfall #news #kärnten #österreich #fyp #fürdich ,8,4,2023-09-22 13:25:41,"7,2816408923923E+018",0,kleinezeitung,,,,ht_news,2023-09-22 13:25:41,4,9,51,Wien,84
"['hollywood', 'netflix', 'nachrichten', 'streik', 'disneyplus']",4311.0,"7,22858680871986E+018",DE,"Je nachdem wie lange der Streik dauert, könnte der Start von Serien und Filmen verschoben werden. #hollywood #streik #netflix #disneyplus #nachrichten",53022,93,2023-05-02 14:08:40,"7,22858647275073E+018",18,tagesschau,7.01257794140234e+18,"Vielleicht haben Shows wie Jimmy Kimme live und andere Serien und Filme bald große Probleme bei ihrer Produktion, denn Hollywoods drehbuchautorinnen streiken. Sie fordern unter anderem mehr Gehalt und dass sie am Gewinn beteiligt werden, wenn beispielsweise Netflix oder Disney Plus weltweite Erfolge mit ihren filmen erzielen. Bislang bekommen sie 1 Festgehalt. Schon im März gab es Verhandlungen mit den Studios, aber keine Einigung. Seit Mitternacht streiken deshalb in der Branche etwa 11.500 Personen. Das is der 1. Streik dieser Art seit 15 Jahren. Damals dauerte er 100 Tage.",,ht_nachrichten,2023-05-02 14:08:40,1,5,52,Köln,"91,57,2,77"
"['merkel', 'nachrichten', 'tagesschau', 'bundesverdienstkreuz']",15022.0,"7,22306472662798E+018",DE,Die Gästeliste für die Feier durfte Merkel selbst bestimmen. Eingeladen ist unter anderem Ex-Bundestrainer Jürgen Klinsmann. #bundesverdienstkreuz #merkel #tagesschau #nachrichten,142705,247,2023-04-17 17:00:07,"7,22303512896716E+018",82,tagesschau,,"Ehemaligen Bundeskanzlerin Angela Merkel wurde heute das Bundesverdienstkreuz verliehen. Unter Umständen könntest du das auch bekommen. Merkel bekam mit dem sogenannten großkreuz des verdienstordens in besondere Ausführung den zweithöchsten Verdienstorden, den es in Deutschland gibt für ihre politischen Leistungen als Bundeskanzlerin. Den höchsten Rang dürfen nur Staatsoberhäupter bekommen. Insgesamt gibt es 8 Stufen. Mit den Verdienstorden werden in Deutschland unter anderem auch Menschen für ihr gesellschaftliches Engagement, für wirtschaftlich, soziale oder andere besondere Verdienste ausgezeichnet. Um den Verdienstorden der Bundesrepublik Deutschland zu erhalten, muss man allerdings kein Promi sein. Grundsätzlich kann jeder Mensch dafür vorgeschlagen werden, auch ohne deutsche Staatsbürgerschaft. Sich selbst vorschlagen oder andere dazu anstiften geht allerdings nicht.",,ht_nachrichten,2023-04-17 17:00:07,0,4,53,Nürnberg,"47,13,56"
"['news', 'polizei', 'prag', 'tschechien', 'nachrichten', 'karlsbrücke', 'karlsuni']",126.0,"7,31536564469723E+018",AT,"14 Tote nach Amoklauf an Prager Universität: Der Schütze soll kurz zuvor seinen Vater getötet haben und deswegen gesucht worden sein. Die Polizei sucht nach einem Motiv. Tatort war die Philosophische Fakultät der Karls-Universität am Jan-Palach-Platz, nur wenige hundert Meter von der Karlsbrücke entfernt. Mehr dazu im Artikel - Link in Bio. #prag #nachrichten #news #tschechien #polizei #karlsuni #karlsbrücke ",26,4,2023-12-22 10:34:40,"7,31536555603765E+018",0,kurier.at,,"1 vierundzwanzigjähriger Student hat an der Prager Karls Universität am Donnerstag 1 Blutbad angerichtet. 14 Menschen wurden getötet und viele weitere verletzt. auch der Täter ist tot. in Tschechien ist jetzt eine Debatte über schusswaffenbesitz entfacht. der Attentäter hat über 1 gewaltiges Arsenal an Waffen und Munition verfügt. das schnelle eingreifen der Polizei verhinderte nach berichten 1 noch weit größeres Blutbad. laut offiziellen Angaben war die Polizei dem schützen bereits vor dem Attentat auf der Spur, nachdem dessen Vater tot aufgefunden worden war. 1 strafrechtliches Ermittlungsverfahren soll nun dem Motiv für die Tat auf die Spur kommen. die tschechische Regierung rief für den 23.12. einen nationalen Trauertag Aus.",,ht_nachrichten,2023-12-22 10:34:40,4,12,54,Innsbruck,"85,50,27,21,100"
"['austria', 'police', 'arrested', 'news', 'terror', 'prison', 'fy', 'vienna', 'polizei', 'wien', 'hauptbahnhof', 'verhaftet', 'nachrichten', 'zib', 'gefängnis', 'anschlag', 'österreich', 'festnahme', 'lernenmittiktok', 'zeitimbild']",24347.0,"6,9259064783948E+018",AT,Update zu Plan für Wien-Anschlag: Jugendlicher bricht Attacke im letzten Moment ab #zib #zeitimbild #anschlag #terror #wien #hauptbahnhof #österreich #austria #vienna #prison #gefängnis #police #polizei #arrested #festnahme #verhaftet #nachrichten #news #lernenmittiktok #fy ,2895,1501,2023-09-20 18:28:42,"7,28097681356677E+018",48,zeitimbild,,,,ht_nachrichten,2023-09-20 18:28:42,2,9,55,Salzburg,"50,20,4,55"
"['joker', 'gaming', 'games', 'gta6', 'nachrichten', 'gta6trailer', 'derstandard', 'lernenmittiktok']",291.0,"7,1848269151176E+018",AT,"Bereits zuvor gab es eine vergleichbare Situation, als Schauspielerin Lindsay Lohan versuchte, Rockstar Games zu verklagen, weil das Charakterdesign einer Frau in GTA 5 angeblich auf ihr basierte. Damals wurde die Klage zügig abgewiesen. #derstandard #lernenmittiktok #nachrichten #gaming #games #gta6 #gta6trailer #joker ",4058,16,2023-12-11 10:05:33,"7,31127609766719E+018",0,derstandard,,"Der Florida Jogger fordert 2 Millionen Dollar von Rockstar Games, da ihm 1 Charakter im GTA 6 Trailer nachempfunden sein soll. Der Florida Joker heißt eigentlich Lauren salamin. Sein polizeifoto ging vor einigen Jahren im Netz viral. Er wurde verhaftet, weil er eine Waffe auf fahrenden Verkehr richtete. Bis jetzt zur salade, wenn noch keine Klage eingereicht haben. Seine Chancen sehen auch nicht besonders gut Aus, da der GTA 6 Joker andere Tattoos und eine andere Haarfarbe hat. Eure Meinung?",,ht_nachrichten,2023-12-11 10:05:33,0,12,56,Salzburg,"34,6,79"
"['theater', 'museum', 'kino', 'geld', 'konzert', 'bücher', 'kultur', 'nachrichten', 'rtlaktuell', 'kulturpass']",138.0,"7,2289518934385E+018",DE,"Wer dieses Jahr 18 wird, kann mit dem #Kulturpass 200 Euro für #Konzert, #Kino oder #Theater ausgeben. #Kultur #Bücher #Museum #Geld #Nachrichten #RTLAktuell ",3599,16,2023-05-03 13:45:20,"7,22895184654141E+018",23,rtlaktuell,,"200 Euro Geschenk fürs Kino, Konzerte oder fürs Museum? Das bekommen alle, die dieses Jahr 18 werden. Und das müsst ihr darüber wissen. Die 200 Euro gibts durch den sogenannten kulturpass der Bundesregierung. Nach 2 Jahren Corona Pause sollen Jugendliche endlich wieder Kultur Life erleben und gleichzeitig soll die kulturbranche unterstützt werden. Dieser pass soll im 06.2023 an den Start gehen. Dann hat man 2 Jahre Zeit, um ihn einzulösen. Das Guthaben kann dann über eine App eingelöst werden. Dort sollen verschiedene Sachen angeboten werden, zum Beispiel Tickets für Konzerte oder fürs Theater, aber auch Bücher oder Musikinstrumente. Das alles soll man dann einfach über die App reservieren und dann vor Ort abholen können. Registrieren kann man sich AB Juni dann über 1 online Ausweis Verfahren. Das funktioniert in etwa so wie beim energiegeld für Studierende. Übrigens, wenn der kulturpass dieses Jahr erfolgreich läuft, dann könnte es das Angebot auch für 15 bis Siebzehnjährige geben. Und wofür würdet ihr den kulturpass nutzen? Schreibt uns mal in die Kommentare!",,ht_nachrichten,2023-05-03 13:45:20,2,5,57,Düsseldorf,52
"['people', 'news', 'zürich', 'tagesanzeiger']",10.0,"7,20671729186466E+018",CH,"Meinungen, Kommentare oder Fragen? Teilt sie mit uns in den Kommentaren.✌🏻 #tagesanzeiger #zürich #people #news ",271,0,2023-03-04 15:43:36,"7,2067172333414E+018",1,tagesanzeiger,,,,ht_news,2023-03-04 15:43:36,5,3,58,Bern,"36,69"
"['news', 'championsleague', 'schweiz', 'piercebrosnan', 'bluenews', 'wochenbriefing', 'blitztempo']",35.0,"7,23343447113394E+018",CH,🔥 Hot News der Woche im Blitztempo! #wochenbriefing #schweiz #blitztempo #championsleague #piercebrosnan #news #bluenews ,755,3,2023-05-15 15:40:10,"7,23343445968351E+018",0,bluenews.ch,,"Es wird ne kurze Arbeit, Wochen drum geht es, kurzes wucherbraving Mir fängt direkt mit dem Tisch die Karte. Pierce brosman wird an dem Tag stabil 70 von 00707000 in canfortz filmfestivala und in der Champions League spielet wieder Intel gagamilan in der pitamadow. Am Mittwoch findet Swiss Music Awards in Zug statt und am virenauvic spielt Manchester City gakeria Madrid in der Championsleague, am dunstic godsvita mit der isocrew EM Trizeps spielt er gegen Slowakei, am friedrichwerwer wird 5 Jahre herium meggen yay und den Gang findet die größte drohnenschau vor Europa statt. Am Wochenende wieder isocray am samsstück schwyzgänger Kanada und am suntik Gaga Tscheche.",,ht_news,2023-05-15 15:40:10,0,5,59,Zürich,"51,75,22"
"['strafe', 'news', 'luzern', 'watson', 'polizei', 'schweiz', 'schwiiz', 'politik', 'beatviliger']",240.0,"7,22710355120443E+018",CH,"Der ehemalige Zuger Regierungsrat Beat Villiger 💨 letztes Jahr Cr*ck. Nun hat ihn die Luzerner Staatsanwaltschaft verurteilt. An einem Sommerabend im letzten Jahr soll der ehemalige Zuger Regierungsrat Beat Villiger (Mitte) in einem Hotel in Luzern Cr*ck geraucht haben, wie die zentraplus schreibt. Nun wurde Villiger verurteilt. Wegen Führens eines Motorfahrzeugs unter Dr*geneinfluss und des unbefugten Konsums von Bet***ungsmittel. Die Luzerner Staatsanwaltschaft hat ihn nun zu einer bedingten Geldstrafe von 40 Tagessätzen zu je 80 Franken verurteilt. Zudem muss der ehemalige Sicherheitsdirektor eine Busse von 900 Franken sowie die Verfahrenskosten bezahlen. #watson #news #schweiz #schwiiz #luzern #politik #polizei #strafe #beatviliger ",4316,1,2023-04-28 14:12:57,"7,22710353273271E+018",28,watson_news,,,,ht_news,2023-04-28 14:12:57,4,4,60,Bern,"63,49,12,68"
"['internet', 'surfen', 'nachrichten', 'österreich', 'österreich🇦🇹', 'derstandard', 'lernenmittiktok', 'breitbandausbau']",313.0,"7,18795809127349E+018",AT,Deutschland ist sogar auf Platz 51 🥲 #derstandard #lernenmittiktok #nachrichten #internet #surfen #österreich #österreich🇦🇹 #breitbandausbau ,5029,8,2023-05-08 14:51:05,"7,23082422052638E+018",9,derstandard,,"Can't believe I'm walking through the ruins of the first ever city, because I'm not. That's in Iraq.",,ht_nachrichten,2023-05-08 14:51:05,0,5,61,Graz,"44,47,16,49,61"
"['20min', 'chips', 'news', 'fy']",1204.0,"7,20442898630615E+018",CH,Ein Mann wurde wegen zwei Packungen Chips festgenommen 👮#20min #news #chips  #fy ,11954,6,2023-02-26 11:43:58,"7,20442896138701E+018",10,20minuten,,,,ht_news,2023-02-26 11:43:58,6,2,62,Zürich,"13,72"
"['news', 'ukraine', 'krieg', 'srf', 'srfnews', 'bachmut']",192.0,"7,30866787103828E+018",CH,"In der Gegend um Bachmut in der ukrainischen Region Donezk wird seit über einem Jahr gekämpft. Ukrainische Truppen konnten bei einer Gegenoffensive Terrain zurückerobern. Doch das Gebiet ist vermint. Entminungsteams versuchen nun, die Minen zu entschärfen. Doch es könnte Jahrzehnte dauern, bis die Region wieder frei von Minen ist. 🇺🇦🇺🇦🇺🇦 #Ukraine #Bachmut #Krieg #News #SRFNews #SRF",49,5,2023-12-04 09:23:53,"7,30866776877617E+018",0,srfnews,,,,ht_news,2023-12-04 09:23:53,0,12,63,Zürich,"5,66,79"
"['deutschland', 'flug', 'deutschebahn', 'flughafen', 'nachrichten', 'bahnstreik', 'rtlaktuell']",40.0,"7,22411105351276E+018",DE,#Flug- und #Bahnstreik am Freitag (21.04.)! Das solltet ihr dazu wissen! ✈️ 🚄#DeutscheBahn #Flughafen #Deutschland #Nachrichten #RTLAktuell ,1202,3,2023-04-20 12:40:21,"7,22411099468602E+018",1,rtlaktuell,,"Achtung, in Deutschland wird wieder gestreikt! Hier bekommt ihr alle Infos dazu. Am 21.04 soll der regional und Fernverkehr in ganz Deutschland stillstehen. Gestreikt wird zwar nur zwischen 3 und 11 Uhr morgens, trotzdem kann es den ganzen Tag über zu Ausfällen und spähtung kommen. Wer fliegen will, sollte auch aufpassen, denn die Gewerkschaft Verdi hat Streiks an den Flughäfen Köln, Bonn, Hamburg und Düsseldorf angekündigt. Am 20. und 21.04 müsst ihr hier mit langen Wartezeiten rechnen. Aktuell geht man von 700 flugausfällen Aus. Was ist mit euch? Seid ihr auch von den Streiks betroffen? Schreibt uns mal in die Kommentare!",,ht_nachrichten,2023-04-20 12:40:21,3,4,64,München,"3,33"
"['fyi', 'news', 'auto', 'unfall', 'nachrichten', 'verkehr', 'zebrastreifen', 'fußgänger', 'faznews', 'faznachrichten']",91.0,"7,30099374609844E+018",DE,"🦓 Der Zebrastreifen wird 70 Jahre alt! Eingeführt, um die Sicherheit der Fußgänger zu verbessern, sorgte genau das anfangs für ordentlich Streit.    #Zebrastreifen #Fußgänger #Verkehr #Auto ##Unfall #faznews #news #fyi #nachrichten #faznachrichten",46,3,2023-11-13 17:04:28,"7,30099369912576E+018",0,faz,,"Jeder läuft täglich drüber, aber als er vor 70 Jahren Kam, sorgte er für ordentlich Streit der Zebrastreifen. Er sollte die Sicherheit der Fußgänger erhöhen. Doch zu Beginn mussten die Autos nicht halten. Nach dem Anfang der fünfziger Jahre knapp 30 Prozent der Verkehrstoten in Westdeutschland Fußgänger gewesen waren, wurden die Forderungen nach besserem Schutz und dem uneingeschränkten vorgerecht am Zebrastreifen lauter. Das Kam jedoch erst 1964, der Zebrastreifen rief Protest hervor. Autoverbände kritisierten, dass nur bei einem Viertel der Unfälle am Zebrastreifen die Fahrer Schuld seien. In der Folge wurden viele Streifen entfernt, weil sie den Verkehrsfluss behinderten. Berlin Sankt die Zahl von 1.000 bis in die neunziger Jahre auf knapp 100. Inzwischen sind es aber wieder rund 600. Wenn? Seit 49 taucht er erstmals in einer Vereinbarung der Vereinten Nationen auf. In Deutschland gab es den 1. Wulff von 03.1952 an in OST Berlin vor dem Bahnhof schöne Weide. Der lustigste Zebrastreifen ist im norwegischen Oreo auf die Straße gemalt. Anlehnung an die Sketche von Monty Peyton dürfen die Fußgänger die Straße nur mit Verrenkung überqueren. Wie findet ihr die Zebrastreifen sinnvoll oder behindern sie den Verkehrsfluss?",,ht_nachrichten,2023-11-13 17:04:28,0,11,65,Stuttgart,"97,50,67,25,28"
"['mann', 'watson', 'schweiz', 'schwimmen', 'schwimmbad', 'nachrichten', 'badehose']",2351.0,"7,24670842470749E+018",CH,Sollten in Schwimmbädern nur enge und kurze Badehosen erlaubt sein? Was denkst du? 🩳🏖️🇨🇭#watson #schweiz #schwimmbad #schwimmen #badehose #mann #nachrichten Quelle: zdfinfo,46633,174,2023-06-20 10:10:09,"7,24670844586748E+018",523,watson_news,,,,ht_nachrichten,2023-06-20 10:10:09,1,6,66,Zürich,26
"['breaking', 'news', 'fyp', 'schnee', 'fürdich', 'ktn', 'kärnten', 'stmk']",121.0,"7,19219331842694E+018",AT,Winter Wonderland oder Schneechaos? #schnee #kärnten #stmk #ktn #news #breaking #fyp #fürdich ,2626,9,2023-01-24 12:23:22,"7,19219330233297E+018",2,kleinezeitung,,,,ht_news,2023-01-24 12:23:22,1,1,67,Innsbruck,"53,85,11,6,55"
"['gaza', 'israel', 'palästina', 'nachrichten', 'hamas', 'derstandard', 'lernenmittiktok']",749.0,"6,97447887709999E+018",AT,"Ein Zugführer in der Londoner U-Bahn macht es per Lautsprecher vor: Er skandiert pro-palästinensische Parolen, die Fahrgäste stimmen augenscheinlich freudig mit ein. Der Mann wurde inzwischen vom Dienst suspendiert. #derstandard #lernenmittiktok #nachrichten #israel #palästina #hamas #gaza ",236,186,2023-10-25 11:33:04,"7,29385767639032E+018",0,derstandard,,"Nachdem 1 U Bahn Fahrer in London über die Lautsprecher pro palästinensische Parolen skandierte, ist er nun vom Dienst suspendiert worden. Der Mann habe die lautsprechersysteme missbraucht, so die Begründung. Die israelische Botschaft sagte, ist zutiefst beunruhigend, eine solche Intoleranz in der Londoner U Bahn zu sehen. Der öffentliche Verkehr sollte 1 Ort der Sicherheit und inklusivität für alle sein.",,ht_nachrichten,2023-10-25 11:33:04,2,10,68,Innsbruck,"19,86,63,52,50"
"['hawaii', 'maui', 'glück', 'nachrichten', 'waldbrände', 'rtlaktuell', 'feuer']",539.0,"7,2727061595668E+018",DE,Was für ein Wunder! Dieses Haus hat die #Waldbrände auf #Hawaii überstanden! #Feuer #Maui #Glück #Nachrichten #RTLAktuell ,22,5,2023-08-29 11:34:38,"7,27270622220847E+018",0,rtlaktuell,,"1 einsames Haus mitten in der Zerstörung. Dieses Wunderhaus hat als einziges in der Umgebung die Waldbrände von Maui überstanden. Mitte August haben Brände dort ganze Orte zerstört. Hunderte Menschen mussten ihr Zuhause verlassen. Für einige Kam jede Hilfe zu spät Aufnahmen nach dem Feuer zeigen wir in den Städten. Teilweise nur noch Ruinen stehen bis auf dieses Haus. Es sieht Aus, als wär gar nichts passiert. Wie kann das sein? Das haben die besitzerinnen jetzt US Medien erzählt. Sie hatten das Haus kurz vor den Bränden renoviert. Sie haben Steine um das Haus gesetzt und alle Pflanzen drumherum weggeschnitten. Außerdem haben sie das alte Dach gegen 1 neues Metalldach getauscht. Dadurch wurde das Haus, wenn auch unbeabsichtigt, feuerfest. Und jetzt schenkt es wenigstens 1 bisschen Hoffnung mitten in der Katastrophe.",,ht_nachrichten,2023-08-29 11:34:38,1,8,69,Hamburg,"11,42,60,83"
"['news', 'nachrichten', 'rtlaktuell', 'wochenrückblick']",25.0,"7,27130137509767E+018",DE,Welche #News waren diese Woche wichtig? RTL-Reporter Kai Schulik fassts zusammen! #Nachrichten #Wochenrückblick #RTLAktuell ,9,0,2023-08-25 16:42:59,"7,27130134619056E+018",0,rtlaktuell,7.248242687286382e+18,"Muss die Regierung mehr fürs Klima tun? Und was die Woche noch wichtig war für dich, kurz zusammengefasst, bis zum Jahr 2030 2/3 weniger Treibhausgase, dieses Ziel hat sich Deutschland gesetzt. Doch Experten sagen jetzt, das kann Deutschland gar nich erreichen. Allein im Verkehr könnten es 191 Millionen Tonnen zu viel CO 2 werden wir sagen hier. Das ist n zusammenhängendes und in sich schlüssiges, konsistentes Gesamtkonzept braucht. Es soll einfacher werden, sich um den deutschen Pass zu bewerben, nämlich nach 5 statt 8 Jahren. Wer sich gut integriert schon nach 3 Stadt bisher 6, wenn man nen weiteren pass hat, soll man beide behalten dürfen. Wer ich bin, das weiß nur ich selbst. Und das gilt auch für die geschlechtliche Identität und darüber selbstbestimmt entscheiden zu können, dass es einen Menschen bricht. Deshalb sollen Transmenschen Geschlecht und Vornamen leichter ändern können, einfach mit nem Besuch im Standesamt. Bisher musste man sich Gutachten besorgen und dabei wurden oft intime Fragen gestellt, zum Beispiel zum masturbationsverhalten. What the fuck? Welche Maßnahmen würdest du dir wünschen, damit wir die Klimaziele noch erreichen können schreib's in die Kommentare!",,ht_nachrichten,2023-08-25 16:42:59,4,8,70,Stuttgart,"20,42"
"['news', 'schweiz', 'bluenews', 'shooshooshoo', 'kalenderwoche', 'wochenbriefing']",27.0,"7,2196214060053E+018",CH,I am only human 😅 #wochenbriefing #kalenderwoche #news #schweiz #bluenews #shooshooshoo ,787,0,2023-04-25 08:03:22,"7,22589504896826E+018",0,bluenews.ch,,,,ht_news,2023-04-25 08:03:22,1,4,71,Bern,"45,66,71,83"
"['lookatme', 'news', 'meer', 'wahl', 'tiere', 'bluenews', 'australien', 'satisfyingvideo']",12162.0,"7,2490193085453E+018",CH,🐋🥹 So eine herzige und gleichzeitig einschüchternde Begegnung #wahl #meer #satisfyingvideo #australien #tiere #lookatme  #news #bluenews,621085,100,2023-06-26 15:37:18,"7,24901929970734E+018",270,bluenews.ch,,,,ht_news,2023-06-26 15:37:18,0,6,72,Bern,"30,95,36,90"
"['therapy', 'anxiety', 'adhd', 'news', 'fy', 'mentalhealth', 'adhs', 'diagnosis', 'nachrichten', 'therapie', 'diagnose', 'zib', 'selfdiagnosed', 'psychotherapie', 'therapytiktok', 'adhdtiktok', 'lernenmittiktok', 'zeitimbild', 'mentalegesundheit']",3990.0,"6,97447882787128E+018",AT,Diagnose über TikTok: Funktioniert das? #zib #zeitimbild #adhdtiktok #therapytiktok #anxiety #therapy #mentalhealth #therapie #adhs #adhd #mentalegesundheit #psychotherapie #diagnose #selfdiagnosed #diagnosis #news #nachrichten #fy #lernenmittiktok ,45604,156,2023-01-27 16:29:19,"7,19336994486679E+018",193,zeitimbild,,habt ihr manchmal konzentrationsprobleme dann könntet ihr eine psychische störung haben oder eben nicht adhs angststörungen oder depressionen selbstdiagnosen sind auf tiktok ein riesen ding expertinnen zu sprechen und das kann echt schief gehen etwa weil die symptome in den selbstdiagnose videos so allgemein beschrieben werden dass man sich schnell denkt oh das hab ich ja auch obwohl das vielleicht gar nicht stimmt konzentrationsprobleme heißen zum beispiel nicht automatisch dass man adhs hat expertinnen warnen deswegen jetzt tiktok ist kein guter therapeut sondern schadet oft sogar mehr als zu helfen etwa können die kurzen videos erst recht dazu führen dass man sich krank fühlt trotzdem ist klar dass jetzt offener über psychische probleme gesprochen wird ist gut sehr gut sogar allerdings eine professionelle diagnose die schafft ein tiktok meist einfach nicht hilfe von profis findet ihr zum beispiel hier,,ht_nachrichten,2023-01-27 16:29:19,4,1,73,Graz,"76,4,56,91,95"
"['news', 'ukraine', 'nachrichten', 'politik', 'rtlaktuell', 'selenskyj']",84.0,"6,75687911463797E+018",DE,Seit einem Jahr herrscht Krieg in der #Ukraine. Diese Politiker:innen haben Präsident #Selenskyj im letzten Jahr vor Ort besucht. #Politik #Nachrichten #News #RTLAktuell ,3196,17,2023-02-24 12:30:36,"7,20369881856151E+018",0,rtlaktuell,7.0723269965246e+18,,,ht_nachrichten,2023-02-24 12:30:36,4,2,74,Berlin,"76,22"
"['russland', 'nachrichten']",1769.0,"7,24817722291657E+018",DE,"Söldner der Wagner-Gruppe sind in die russische Stadt Rostow am Don einmarschiert. Der Chef der Söldnertruppe Wagner hat erklärt, dass er sich im Armeehauptquartier der südrussischen Stadt Rostow befindet und seine Söldner die Kontrolle über die dortigen Militäreinrichtungen übernommen haben. Wladimir Putin hat dies in einer TV-Ansprache bestätigt. Weitere Kämpfer der Söldnertruppe Wagner bewegen sich nach Angabe des britischen Verteidigungsministerium vom Bezirk Woronesch aus Richtung Norden. Sie seien höchstwahrscheinlich auf dem Weg nach Moskau.  Wladimir Putin sagte in einer TV-Ansprache: »Das ist ein Schlag in den Rücken unseres Landes und unseres Volkes. So ein Schlag wurde Russland 1917 erteilt, als das Land den Ersten Weltkrieg geführt hatte, doch der Sieg wurde ihr geraubt. (…) Wir lassen keine Wiederholung zu. Wir werden unser Volk und unsere Staatlichkeit verteidigen – auch gegen inneren Verrat. Denn das ist Verrat.« Die Behörden in Moskau und Umgebung haben den Antiterrornotstand ausgerufen. Die Sicherheitsvorkehrungen wurden verschärft. Redaktion und Produktion: Thilo Adam, Claudia Bracholdt, Max Boenke Material: Reuters #nachrichten #russland ",48926,58,2023-06-24 09:09:32,"7,24817719123254E+018",169,zeit,,,,ht_nachrichten,2023-06-24 09:09:32,5,6,75,Nürnberg,"87,39"
